0.017734484,-0.10496701,100,9089,67,7
0.052573196,-0.302572218,96,9098,17,1
0.087363425,-0.099614667,94,3,67,5
0.139737847,0.507725976,150,15,1,1
0.157132962,1.032357404,159,21,14,3
0.157200836,-0.7984445,114,25,64,5
0.226960677,0.265004006,143,39,62,1
0.244530324,-0.330439309,99,48,17,7
0.296735062,0.675122443,94,63,1,2
0.296982317,0.137706478,103,294,67,5
0.314256228,0.642024213,97,68,1,2
0.331738609,-0.154005914,123,74,17,5
0.349085243,-1.132277504,105,77,82,3
0.366543384,-0.815393586,130,322,64,4
0.401537235,-0.96422169,113,338,64,1
0.401595413,-0.177713303,126,334,17,5
0.401643894,1.505467683,104,285,0,5
0.419024465,0.824527476,104,335,1,1
0.419092338,0.621695976,150,337,1,7
0.436550479,-1.348339569,144,98,43,4
0.453814694,0.962544234,102,343,14,2
0.453843783,-0.762359817,113,100,64,2
0.453868024,-0.738380933,155,99,64,5
0.453979531,0.525164724,97,352,67,5
0.523598776,-0.367876621,111,585,17,7
0.541212057,-1.09882536,101,126,82,1
0.541216905,-1.098961108,96,127,82,2
0.541328412,1.237559643,96,575,14,2
0.558519905,0.048234113,102,596,67,2
0.575958653,1.098364787,107,130,14,1
0.576084705,1.263991685,112,580,14,2
0.576220453,0.738793024,159,603,1,5
0.628575482,0.588515327,101,154,1,1
0.628599723,0.940679137,120,153,14,1
0.645820305,0.409497876,166,617,7,5
0.663385104,0.511585093,101,163,1,4
0.680683256,-0.14282611,122,402,17,5
0.680775371,0.538623152,131,165,1,5
0.680838397,0.610642224,139,622,81,2
0.698281993,0.986760678,160,168,14,5
0.69836926,1.051303923,147,403,14,2
0.715681956,-0.804334986,95,180,64,4
0.750491578,0.154403461,101,649,17,4
0.750593389,-1.002919518,101,191,64,2
0.750598237,-0.756047543,127,429,64,7
0.750661263,-0.313926555,155,188,17,4
0.768158189,0.842722533,96,193,14,1
0.802924178,-0.856481545,113,440,64,5
0.802992052,0.267835318,122,437,67,4
0.803001748,-0.899057883,123,674,36,1
0.820387167,0.071379118,151,911,17,7
0.820396863,0.59074547,108,664,81,2
0.820401711,0.423542928,95,215,1,5
0.837956815,0.132383224,99,224,67,5
0.855240422,1.009076651,127,219,14,3
0.855313144,-0.051967178,128,681,17,7
0.855444044,0.933862657,140,915,63,4
0.855448892,0.716961864,97,226,1,1
0.872717956,0.67789073,128,921,63,7
0.907779681,-0.998968286,208,472,36,1
0.907862099,0.848724526,123,464,1,5
0.925072985,0.714809291,163,936,63,1
0.942497189,0.86591602,97,937,63,4
0.94262324,0.782906221,117,941,63,5
0.977466799,0.691354006,94,947,63,5
0.977510433,0.095774943,99,489,67,5
0.97756861,0.344295284,102,951,7,5
0.977578307,1.032905244,94,265,14,4
0.977592851,1.059705744,153,264,14,1
0.977602547,0.671942066,115,269,1,2
0.977670421,-0.832589927,104,721,36,1
0.994857066,-0.505917621,115,963,37,3
0.994895851,0.408712478,100,271,1,4
1.012339448,0.147654855,103,718,17,1
1.012465499,-0.512385035,103,280,71,1
1.029763651,-0.27816185,125,509,17,4
1.029763651,1.176395549,97,707,14,2
1.047313906,0.159833374,104,510,67,4
1.047396325,0.217996472,126,1239,78,1
1.047459351,-1.084886967,97,1264,70,7
1.064888402,1.557953612,161,424,84,3
1.099601062,0.104530678,114,1251,78,2
1.117161014,-0.37974486,120,1003,36,7
1.117214343,0.385402636,101,1256,78,5
1.117282217,-0.751708461,104,1008,0,4
1.134560977,0.506989059,98,999,0,5
1.152053054,-0.180379778,119,539,17,5
1.152086991,0.878797519,103,1261,63,2
1.186848132,0.516249,127,544,81,3
1.18698388,0.05563237,94,549,67,5
1.187012969,-0.808131077,100,555,64,7
1.187017817,0.832740219,100,1273,63,1
1.204369298,0.870240558,172,1017,63,3
1.204393539,1.111251135,128,542,14,1
1.204446869,-1.191482951,108,806,43,1
1.204461413,0.36316908,148,553,7,2
1.204514743,0.157583839,122,1030,78,4
1.221924402,-0.69561067,108,794,36,5
1.222011668,-0.900745034,119,566,36,4
1.239435872,-0.119336888,100,1298,36,3
1.256685543,0.169869018,118,1038,78,1
1.27417762,0.056475946,126,804,17,2
1.274313368,-1.074594372,142,591,43,3
1.291543646,-0.738177311,115,1326,41,5
1.291563039,1.046155202,105,1035,0,1
1.291577583,-0.241878394,104,811,17,1
1.291601824,0.859196502,108,799,63,3
1.291669698,-1.090375058,129,1336,70,4
1.291805446,0.844904195,107,1303,63,4
1.291810294,1.027625623,96,1040,0,2
1.29181999,0.176525509,104,813,17,3
1.309026028,-0.324151275,98,818,36,3
1.309074509,-0.133566169,99,1325,36,5
1.309152079,0.155198556,103,1320,78,1
1.309166624,0.837675623,101,1052,63,5
1.309249042,0.225787428,108,1066,78,5
1.326459928,-0.898611854,104,1338,33,3
1.326590827,-1.035014183,99,1355,70,5
1.326731423,0.764861456,139,1605,8,3
1.34404412,0.716908535,118,1612,8,5
1.344165323,-0.589892198,123,1347,36,1
1.344170172,0.510460325,97,824,7,5
1.34417502,-0.165079058,119,1084,36,5
1.361385905,0.376816586,94,1620,78,2
1.361429539,0.877823044,94,1324,0,2
1.36147802,1.054915785,103,1603,11,4
1.361584679,-0.377563199,104,1088,36,1
1.37883435,-0.565588489,99,841,37,5
1.378926464,-0.619300996,96,1652,10,5
1.37904282,0.272751329,121,1346,78,5
1.379096149,0.47578645,121,838,7,1
1.396399149,-0.390449546,133,1654,47,5
1.396433086,0.668785929,105,840,63,3
1.396467023,0.975561482,118,834,63,5
1.41385729,0.841122648,105,1087,63,1
1.413866986,0.719676821,134,1641,8,1
1.413866986,0.611907588,97,843,63,5
1.413968797,0.007010406,103,1101,78,3
1.431199075,-0.702926508,95,1106,0,5
1.431417242,-0.088774233,144,1666,36,2
1.431441482,0.306174384,118,1373,78,5
1.44888023,-0.870749612,111,868,0,7
1.466086268,-0.593707682,112,1393,36,5
1.466120205,-0.152789032,104,1679,36,1
1.466154142,0.920879347,113,854,63,4
1.483636523,0.389101764,105,1387,78,2
1.48367046,0.312903598,103,1389,78,2
1.501075271,0.398172628,103,1392,78,2
1.501084968,0.27259134,98,1394,78,3
1.501109208,-0.155300366,114,874,36,5
1.518523716,-0.207156038,99,1696,47,1
1.518678856,-0.65124537,95,1143,0,5
1.518707945,0.834049216,136,1122,63,1
1.518707945,-0.282840302,130,1702,47,1
1.535957616,-0.225869846,101,1705,47,1
1.535962464,-0.170402313,124,1136,36,5
1.535967312,-0.703450107,132,897,36,2
1.535967312,-0.703445259,102,898,36,2
1.535977008,0.049935809,99,1698,60,5
1.536059427,0.278593334,116,1411,78,5
1.536069123,0.334758999,124,1409,78,4
1.536083667,0.276998297,128,1412,78,2
1.553401212,-1.131094559,115,1175,70,5
1.55340606,0.372458111,94,887,7,2
1.55340606,0.372458111,94,888,7,2
1.553435149,0.563537727,116,1131,63,1
1.553498175,-0.143146087,218,1713,60,1
1.553599986,0.42085706,119,1142,78,1
1.570810871,-0.05365433,97,2113,0,5
1.570854504,0.743136955,117,1135,63,3
1.570859353,0.427033587,103,1145,78,1
